gbifID,spCode,FW_avg,HW_avg,references,eventDate,lat,lon,Temp,Prec,elevation,latlon,stateProvince
1586160858,G_lygdamus,15.37037037,12.68518519,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147493,1970-05-17T00:00:00,37.205934,-118.23808,13.2,159,1334,37.205934 -118.23808,California
1586160860,G_lygdamus,13.28703704,11.25,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147589,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160861,G_lygdamus,13.42592593,11.11111111,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147504,1972-06-27T00:00:00,42.730952,-110.92904,3.7,449,1909,42.730952 -110.92904,Wyoming
1586160862,G_lygdamus,17.36111111,13.61111111,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147565,1978-03-12T00:00:00,36.105501,-118.52814,7.3,666,2205,36.105501 -118.52814,California
1586160864,G_lygdamus,14.02777778,12.36111111,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147590,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160867,G_lygdamus,12.26851852,9.768518519,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147582,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160868,G_lygdamus,13.98148148,11.06481481,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147511,1972-06-27T00:00:00,42.730952,-110.92904,3.7,449,1909,42.730952 -110.92904,Wyoming
1586160869,G_lygdamus,13.88888889,11.94444444,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147591,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160870,G_lygdamus,14.53703704,12.08333333,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147596,1977-06-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160871,G_lygdamus,12.40740741,10.46296296,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147601,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160873,G_lygdamus,15.46296296,12.59259259,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147560,1973-04-16T00:00:00,36.436148,-121.71205,12.8,656,181,36.436148 -121.71205,California
